year,sector,prodcom_code,product_label,indicator,value,quantity_kg_candidate,prodcom_unit,quantity_flag,cn8_codes_joined,extra_eu_import_cn8_components,extra_eu_import_components_reported,extra_eu_import_quantity_100kg,extra_eu_import_kg,production_kg,production_confidential,extra_eu_import_share_prod_plus_import_pct
2018,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,428655005,428655005,KG,,68152000,1,1,17076.65,1707665.0000000002,428655005,False,0.3967967296048238
2019,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,436263168,436263168,KG,,68152000,1,1,14257.39,1425739.0,436263168,False,0.325742548462623
2020,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,423494652,423494652,KG,,68152000,1,1,13991.86,1399186.0,423494652,False,0.329302492732314
2021,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,426408783,426408783,KG,,68152000,1,1,11069.05,1106905.0,426408783,False,0.2589156447517313
2022,C23,23991980,"Articles of peat (including sheets, cylinder shells and plant pots) (excluding textile articles of peat fibre)",PRODQNT,353363947,353363947,KG,:E,68152000,1,1,9630.32,963032.0,353363947,False,0.2717918919744466
2008,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,29841549437,29841549437,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,46857309.68,4685730968.0,29841549437,False,13.571097732103583
2009,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,677968853,677968853,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,21560764.74,2156076474.0,677968853,False,76.07769902121964
2010,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,957716361,957716361,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,23517921.44,2351792144.0,957716361,False,71.06167397506053
2011,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1153608520,1153608520,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,28088965.210000005,2808896521.0000005,1153608520,False,70.88688826730505
2012,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,2091330056,2091330056,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,23965790.919999998,2396579092.0,2091330056,False,53.40079339770093
2013,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,2207973224,2207973224,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,26307180.63,2630718063.0,2207973224,False,54.36837993917673
2014,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1924419775,1924419775,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,29286323.730000004,2928632373.0000005,1924419775,False,60.34619624285151
2015,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,2294356240,2294356240,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,30360247.740000002,3036024774.0,2294356240,False,56.95699361876798
2016,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1400000000,1400000000,KG,:R,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,27169527.010000005,2716952701.0000005,1400000000,False,65.99426562127026
2017,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1554399218,1554399218,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,26777475.21,2677747521.0,1554399218,False,63.27161334752576
2018,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1986938191,1986938191,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,29049316.31,2904931631.0,1986938191,False,59.38284820940601
2019,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1506138764,1506138764,KG,,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,25787674.189999994,2578767418.9999995,1506138764,False,63.12917123364935
2020,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1600000000,1600000000,KG,:R,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,18978834.740000002,1897883474.0000002,1600000000,False,54.258053137192654
2021,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1600000000,1600000000,KG,:R,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,23567675.46,2356767546.0,1600000000,False,59.562951793377856
2022,C24,24101100,"Pig iron and spiegeleisen in pigs, blocks or other primary forms",PRODQNT,1500000000,1500000000,KG,:R,72011011|72011019|72011030|72011090|72012000|72015010|72015090,7,7,24430487.580000002,2443048758.0,1500000000,False,61.95837048789545
2008,C24,24101245,Ferro-silico-manganese,PRODQNT,286166760,286166760,KG,,72023000,1,1,7358363.1,735836310.0,286166760,False,71.99942266318241
2009,C24,24101245,Ferro-silico-manganese,PRODQNT,177459000,177459000,KG,,72023000,1,1,4927463.88,492746388.0,177459000,False,73.52169899296602
2010,C24,24101245,Ferro-silico-manganese,PRODQNT,257419796,257419796,KG,,72023000,1,1,6589622.46,658962246.0,257419796,False,71.90911822778823
2011,C24,24101245,Ferro-silico-manganese,PRODQNT,261540585,261540585,KG,,72023000,1,1,7247816.29,724781629.0,261540585,False,73.48325108289612
2012,C24,24101245,Ferro-silico-manganese,PRODQNT,268417910,268417910,KG,,72023000,1,1,6520250.36,652025036.0,268417910,False,70.8381805557343
2013,C24,24101245,Ferro-silico-manganese,PRODQNT,248133705,248133705,KG,,72023000,1,1,6442676.09,644267609.0,248133705,False,72.19482971312613
2014,C24,24101245,Ferro-silico-manganese,PRODQNT,222721861,222721861,KG,,72023000,1,1,6410451.04,641045104.0,222721861,False,74.21505220450287
2015,C24,24101245,Ferro-silico-manganese,PRODQNT,223905330,223905330,KG,,72023000,1,1,5893481.18,589348118.0,223905330,False,72.46795195880928
2016,C24,24101245,Ferro-silico-manganese,PRODQNT,227699385,227699385,KG,,72023000,1,1,5675908.94,567590894.0,227699385,False,71.36902197694283
2017,C24,24101245,Ferro-silico-manganese,PRODQNT,227569271,227569271,KG,,72023000,1,1,6963931.81,696393181.0,227569271,False,75.37029015547051
2018,C24,24101245,Ferro-silico-manganese,PRODQNT,280000000,280000000,KG,:R,72023000,1,1,6940042.27,694004227.0,280000000,False,71.2526914937095
2019,C24,24101245,Ferro-silico-manganese,PRODQNT,200000000,200000000,KG,:R,72023000,1,1,5834562.2,583456220.0,200000000,False,74.47208983802567
2020,C24,24101245,Ferro-silico-manganese,PRODQNT,240000000,240000000,KG,:R,72023000,1,1,5344207.27,534420726.99999994,240000000,False,69.0090939417741
2021,C24,24101245,Ferro-silico-manganese,PRODQNT,257580026,257580026,KG,,72023000,1,1,7183703.49,718370349.0,257580026,False,73.60726194710463
2022,C24,24101245,Ferro-silico-manganese,PRODQNT,174617956,174617956,KG,,72023000,1,1,7094652.5,709465250.0,174617956,False,80.2486966368186
2008,C24,24101260,Ferro-chromium,PRODQNT,281133544,281133544,KG,,72024110|72024190|72024910|72024950|72024990,5,5,17814830.87,1781483087.0,281133544,False,86.37005346632445
2009,C24,24101260,Ferro-chromium,PRODQNT,173568683,173568683,KG,,72024110|72024190|72024910|72024950|72024990,5,5,10431280.0,1043128000.0,173568683,False,85.73443279453734
2010,C24,24101260,Ferro-chromium,PRODQNT,335239205,335239205,KG,,72024110|72024190|72024910|72024950|72024990,5,5,13441535.54,1344153554.0,335239205,False,80.0380701177002
2011,C24,24101260,Ferro-chromium,PRODQNT,333590796,333590796,KG,,72024110|72024190|72024910|72024950|72024990,5,5,13715385.509999998,1371538550.9999998,333590796,False,80.43604160664299
2012,C24,24101260,Ferro-chromium,PRODQNT,345961100,345961100,KG,,72024110|72024190|72024910|72024950|72024990,5,5,13508657.23,1350865723.0,345961100,False,79.61129000846776
2013,C24,24101260,Ferro-chromium,PRODQNT,526392700,526392700,KG,,72024110|72024190|72024910|72024950|72024990,5,5,12005398.99,1200539899.0,526392700,False,69.5186308773826
2014,C24,24101260,Ferro-chromium,PRODQNT,547683800,547683800,KG,,72024110|72024190|72024910|72024950|72024990,5,5,11345859.299999999,1134585930.0,547683800,False,67.4437582610489
2015,C24,24101260,Ferro-chromium,PRODQNT,585773900,585773900,KG,,72024110|72024190|72024910|72024950|72024990,5,5,9925817.96,992581796.0000001,585773900,False,62.88707916190776
2016,C24,24101260,Ferro-chromium,PRODQNT,600000000,600000000,KG,:R,72024110|72024190|72024910|72024950|72024990,5,5,9625805.040000001,962580504.0000001,600000000,False,61.601978364373615
2017,C24,24101260,Ferro-chromium,PRODQNT,681720701,681720701,KG,,72024110|72024190|72024910|72024950|72024990,5,5,7243042.1899999995,724304219.0,681720701,False,51.514323017831
2018,C24,24101260,Ferro-chromium,PRODQNT,675957191,675957191,KG,,72024110|72024190|72024910|72024950|72024990,5,5,7150344.35,715034435.0,675957191,False,51.40465417870172
2019,C24,24101260,Ferro-chromium,PRODQNT,600000000,600000000,KG,:R,72024110|72024190|72024910|72024950|72024990,5,5,5601058.66,560105866.0,600000000,False,48.28058217921294
2020,C24,24101260,Ferro-chromium,PRODQNT,620000000,620000000,KG,:R,72024110|72024190|72024910|72024950|72024990,5,5,4200136.03,420013603.0,620000000,False,40.38539513218271
2021,C24,24101260,Ferro-chromium,PRODQNT,702000000,702000000,KG,:R,72024110|72024190|72024910|72024950|72024990,5,5,5386792.3900000015,538679239.0000001,702000000,False,43.418090838223506
2022,C24,24101260,Ferro-chromium,PRODQNT,570000000,570000000,KG,:R,72024110|72024190|72024910|72024950|72024990,5,5,5700179.359999999,570017936.0,570000000,False,50.000786654289975
2008,C24,24101275,Ferro-molybdenum,PRODQNT,4000000,4000000,KG,:R,72027000,1,1,347545.5,34754550.0,4000000,False,89.67863128329448
2009,C24,24101275,Ferro-molybdenum,PRODQNT,5000000,5000000,KG,:R,72027000,1,1,225413.0,22541300.0,5000000,False,81.84544665647591
2010,C24,24101275,Ferro-molybdenum,PRODQNT,12000000,12000000,KG,:R,72027000,1,1,284436.62,28443662.0,12000000,False,70.32909631180283
2011,C24,24101275,Ferro-molybdenum,PRODQNT,7000000,7000000,KG,:R,72027000,1,1,847207.52,84720752.0,7000000,False,92.3681393279462
2012,C24,24101275,Ferro-molybdenum,PRODQNT,14000000,14000000,KG,:R,72027000,1,1,327406.08,32740608.0,14000000,False,70.0474585182974
2013,C24,24101275,Ferro-molybdenum,PRODQNT,13434315,13434315,KG,,72027000,1,1,304202.16,30420215.999999996,13434315,False,69.36618704233776
2014,C24,24101275,Ferro-molybdenum,PRODQNT,16135821,16135821,KG,,72027000,1,1,283219.45,28321945.0,16135821,False,63.705281547435376
2015,C24,24101275,Ferro-molybdenum,PRODQNT,13464079,13464079,KG,,72027000,1,1,280123.6,28012359.999999996,13464079,False,67.53800633656134
2016,C24,24101275,Ferro-molybdenum,PRODQNT,10757575,10757575,KG,,72027000,1,1,284996.64,28499664.0,10757575,False,72.597219585412
2017,C24,24101275,Ferro-molybdenum,PRODQNT,11918849,11918849,KG,,72027000,1,1,324647.24,32464724.0,11918849,False,73.14581005003811
2018,C24,24101275,Ferro-molybdenum,PRODQNT,13218778,13218778,KG,,72027000,1,1,241874.9,24187490.0,13218778,False,64.66159628648333
2019,C24,24101275,Ferro-molybdenum,PRODQNT,9171775,9171775,KG,,72027000,1,1,308220.6,30822059.999999996,9171775,False,77.06702795568366
2020,C24,24101275,Ferro-molybdenum,PRODQNT,12000000,12000000,KG,:R,72027000,1,1,203409.72,20340972.0,12000000,False,62.895363812813045
2021,C24,24101275,Ferro-molybdenum,PRODQNT,10000000,10000000,KG,:R,72027000,1,1,279593.01,27959301.0,10000000,False,73.65599540413034
2022,C24,24101275,Ferro-molybdenum,PRODQNT,7000000,7000000,KG,:R,72027000,1,1,293031.93,29303193.0,7000000,False,80.71794952030804
2008,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,400000000,400000000,KG,:R,72031000|72039000,2,2,14961767.0,1496176700.0,400000000,False,78.90491956788627
2009,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,800000,800000,KG,:R,72031000|72039000,2,2,9633419.08,963341908.0,800000,False,99.91702466272216
2010,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,120000000,120000000,KG,:R,72031000|72039000,2,2,14721947.71,1472194771.0,120000000,False,92.46323363286564
2011,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,100000000,100000000,KG,:R,72031000|72039000,2,2,18094582.86,1809458286.0,100000000,False,94.76291256356883
2012,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,120000000,120000000,KG,:R,72031000|72039000,2,2,16291052.940000001,1629105294.0000002,120000000,False,93.13934956279425
2013,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,2907247,2907247,KG,,72031000|72039000,2,2,21087425.700000003,2108742570.0000002,2907247,False,99.86232343182118
2014,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,2285695,2285695,KG,,72031000|72039000,2,2,20051839.5,2005183950.0,2285695,False,99.88614049504096
2015,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,3316012,3316012,KG,,72031000|72039000,2,2,28530575.15,2853057515.0,3316012,False,99.88390832051007
2016,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,4531131,4531131,KG,,72031000|72039000,2,2,22878974.939999998,2287897494.0,4531131,False,99.80234363894317
2017,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,3912262,3912262,KG,,72031000|72039000,2,2,33694773.08,3369477308.0,3912262,False,99.88402578715508
2018,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,2700000,2700000,KG,:R,72031000|72039000,2,2,32041629.27,3204162927.0,2700000,False,99.91580556882343
2019,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,3000000,3000000,KG,:R,72031000|72039000,2,2,31110735.79,3111073579.0,3000000,False,99.9036631626102
2020,C24,24101300,"Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99,94  %, in lumps, pellets or similar forms",PRODQNT,15295670,15295670,KG,,72031000|72039000,2,2,26251538.09,2625153809.0,15295670,False,99.42071718767394
